IMG 000: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2595: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2596: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 2597: This is number 5 | confidence 89% | expected 5 | CORRECT
IMG 2598: This is number 8 | confidence 89% | expected 8 | CORRECT
IMG 2599: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2600: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2601: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2602: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 2603: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 2604: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 2605: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2606: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 2607: NOT A NUMBER | confidence 14% | expected 7 | TRASH
IMG 2608: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 2609: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2610: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 2611: This is number 5 | confidence 94% | expected 5 | CORRECT
IMG 2612: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2613: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 2614: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2615: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2616: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 2617: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 2618: This is number 3 | confidence 66% | expected 3 | CORRECT
IMG 2619: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2620: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2621: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 2622: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2623: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 2624: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2625: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 2626: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2627: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2628: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 2629: This is number 3 | confidence 76% | expected 3 | CORRECT
IMG 2630: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2631: This is number 0 | confidence 88% | expected 0 | CORRECT
IMG 2632: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2633: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 2634: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2635: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 2636: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 2637: This is number 9 | confidence 91% | expected 9 | CORRECT
IMG 2638: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2639: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 2640: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2641: This is number 0 | confidence 91% | expected 0 | CORRECT
IMG 2642: This is number 7 | confidence 91% | expected 7 | CORRECT
IMG 2643: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2644: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2645: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 2646: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 2647: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2648: NOT A NUMBER | confidence 32% | expected 9 | TRASH
IMG 2649: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2650: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2651: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 2652: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2653: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2654: This is number 1 | confidence 91% | expected 6 | INCORRECT
IMG 2655: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2656: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2657: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2658: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 2659: This is number 4 | confidence 91% | expected 4 | CORRECT
IMG 2660: This is number 0 | confidence 91% | expected 0 | CORRECT
IMG 2661: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2662: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 2663: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 2664: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2665: This is number 7 | confidence 85% | expected 7 | CORRECT
IMG 2666: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2667: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 2668: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 2669: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 2670: This is number 5 | confidence 88% | expected 5 | CORRECT
IMG 2671: This is number 7 | confidence 90% | expected 7 | CORRECT
IMG 2672: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2673: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 2674: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2675: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2676: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2677: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2678: This is number 4 | confidence 88% | expected 4 | CORRECT
IMG 2679: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2680: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2681: This is number 3 | confidence 88% | expected 3 | CORRECT
IMG 2682: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2683: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2684: This is number 3 | confidence 86% | expected 3 | CORRECT
IMG 2685: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 2686: This is number 5 | confidence 89% | expected 5 | CORRECT
IMG 2687: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2688: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2689: This is number 5 | confidence 87% | expected 5 | CORRECT
IMG 2690: This is number 3 | confidence 90% | expected 3 | CORRECT
IMG 2691: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2692: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 2693: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2694: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 2695: This is number 7 | confidence 91% | expected 7 | CORRECT
IMG 2696: This is number 9 | confidence 91% | expected 9 | CORRECT
IMG 2697: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2698: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2699: This is number 2 | confidence 89% | expected 2 | CORRECT
IMG 2700: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 2701: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2702: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 2703: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2704: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2705: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2706: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2707: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2708: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2709: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2710: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 2711: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2712: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 2713: This is number 0 | confidence 87% | expected 0 | CORRECT
IMG 2714: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2715: This is number 4 | confidence 91% | expected 4 | CORRECT
IMG 2716: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2717: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2718: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2719: This is number 1 | confidence 92% | expected 1 | CORRECT
IMG 2720: This is number 9 | confidence 58% | expected 9 | CORRECT
IMG 2721: This is number 6 | confidence 89% | expected 6 | CORRECT
IMG 2722: This is number 1 | confidence 92% | expected 1 | CORRECT
IMG 2723: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 2724: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 2725: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2726: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 2727: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 2728: This is number 6 | confidence 91% | expected 6 | CORRECT
IMG 2729: This is number 2 | confidence 94% | expected 2 | CORRECT
IMG 2730: This is number 7 | confidence 82% | expected 7 | CORRECT
IMG 2731: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2732: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2733: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2734: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2735: This is number 9 | confidence 85% | expected 9 | CORRECT
IMG 2736: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 2737: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2738: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2739: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 2740: This is number 9 | confidence 89% | expected 9 | CORRECT
IMG 2741: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2742: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 2743: This is number 5 | confidence 85% | expected 5 | CORRECT
IMG 2744: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 2745: This is number 3 | confidence 79% | expected 3 | CORRECT
IMG 2746: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2747: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2748: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2749: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2750: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 2751: This is number 6 | confidence 89% | expected 6 | CORRECT
IMG 2752: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2753: This is number 1 | confidence 90% | expected 1 | CORRECT
IMG 2754: This is number 6 | confidence 87% | expected 6 | CORRECT
IMG 2755: This is number 9 | confidence 89% | expected 9 | CORRECT
IMG 2756: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 2757: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2758: This is number 0 | confidence 53% | expected 8 | INCORRECT
IMG 2759: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2760: NOT A NUMBER | confidence 32% | expected 9 | TRASH
IMG 2761: This is number 0 | confidence 91% | expected 0 | CORRECT
IMG 2762: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2763: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2764: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2765: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2766: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2767: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2768: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2769: This is number 9 | confidence 85% | expected 9 | CORRECT
IMG 2770: NOT A NUMBER | confidence 20% | expected 3 | TRASH
IMG 2771: This is number 9 | confidence 53% | expected 4 | INCORRECT
IMG 2772: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2773: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 2774: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2775: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 2776: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 2777: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2778: This is number 4 | confidence 85% | expected 4 | CORRECT
IMG 2779: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2780: This is number 2 | confidence 85% | expected 2 | CORRECT
IMG 2781: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 2782: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2783: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2784: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2785: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2786: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2787: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 2788: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2789: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2790: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2791: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2792: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 2793: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 2794: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2795: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2796: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2797: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 2798: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2799: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2800: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 2801: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2802: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 2803: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2804: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2805: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2806: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2807: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2808: This is number 7 | confidence 89% | expected 7 | CORRECT
IMG 2809: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 2810: This is number 5 | confidence 78% | expected 5 | CORRECT
IMG 2811: This is number 0 | confidence 91% | expected 0 | CORRECT
IMG 2812: This is number 4 | confidence 56% | expected 9 | INCORRECT
IMG 2813: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 2814: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 2815: This is number 1 | confidence 93% | expected 1 | CORRECT
IMG 2816: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2817: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2818: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 2819: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 2820: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 2821: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2822: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2823: This is number 7 | confidence 88% | expected 7 | CORRECT
IMG 2824: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 2825: This is number 1 | confidence 91% | expected 1 | CORRECT
IMG 2826: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 2827: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 2828: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 2829: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 2830: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2831: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 2832: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 2833: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2834: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 2835: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 2836: This is number 4 | confidence 91% | expected 4 | CORRECT
IMG 2837: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 2838: This is number 2 | confidence 91% | expected 2 | CORRECT
IMG 2839: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 2840: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 2841: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 2842: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 2843: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 2844: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 2845: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 2846: This is number 6 | confidence 93% | expected 6 | CORRECT
